,日期,股票代码,名称,收盘价,最高价,最低价,开盘价,前收盘,涨跌额,涨跌幅,换手率,成交量,成交金额,总市值,流通市值,成交笔数
456,2020-06-03,'300750,宁德时代,148.5,151.12,147.81,150.0,149.46,-0.96,-0.6423,0.9449,11363532,1693882301.33,327756396330.0,178584542384.0,37484
457,2020-06-02,'300750,宁德时代,149.46,154.89,146.98,154.0,150.95,-1.49,-0.9871,1.1395,13703028,2055312032.79,329875225559.0,179739028314.0,46368
458,2020-06-01,'300750,宁德时代,150.95,153.03,146.36,147.47,145.53,5.42,3.7243,1.262,15176562,2284037537.37,333163825091.0,181530886685.0,47997
459,2020-05-29,'300750,宁德时代,145.53,147.83,144.5,147.0,147.84,-2.31,-1.5625,1.176,14142791,2060033605.24,321201268403.0,175012851536.0,35702
460,2020-05-28,'300750,宁德时代,147.84,150.9,143.5,149.99,151.5,-3.66,-2.4158,1.4489,17424709,2553996974.35,326299701235.0,177790833306.0,53675
461,2020-05-27,'300750,宁德时代,151.5,155.0,149.9,149.96,150.03,1.47,0.9798,1.5055,18104917,2763780108.47,334377737670.0,182192310916.0,51612
462,2020-05-26,'300750,宁德时代,150.03,150.41,145.2,145.77,144.3,5.73,3.9709,1.4541,17486531,2596292602.28,331133280413.0,180424504335.0,56514
463,2020-05-25,'300750,宁德时代,144.3,144.41,140.55,142.68,142.81,1.49,1.0433,0.863,10378205,1482241104.43,318672076710.0,173533666437.0,35824
464,2020-05-22,'300750,宁德时代,142.81,146.86,141.0,146.62,147.46,-4.65,-3.1534,1.2321,14817295,2127136883.11,315381561157.0,171741808066.0,48905
465,2020-05-21,'300750,宁德时代,147.46,153.55,146.58,151.81,149.3,-1.84,-1.2324,1.2879,15487607,2328717775.5,325650619762.0,177333849292.0,50046
466,2020-05-20,'300750,宁德时代,149.3,155.4,149.01,150.0,143.26,6.04,4.2161,2.7415,32969279,5027432242.27,329714075210.0,179546613992.0,88734
467,2020-05-19,'300750,宁德时代,143.26,145.8,142.52,143.2,141.81,1.45,1.0225,0.8669,10425183,1499320586.04,316375341022.0,172282973346.0,36640
468,2020-05-18,'300750,宁德时代,141.81,145.0,139.69,145.0,145.48,-3.67,-2.5227,1.3379,16088936,2287442333.56,313173161457.0,170539218555.0,53539
469,2020-05-15,'300750,宁德时代,145.48,147.69,138.96,139.94,135.6,9.88,7.2861,2.6786,32212118,4605864489.38,321277988356.0,174952722060.0,93522
470,2020-05-14,'300750,宁德时代,135.6,138.25,135.5,137.85,138.26,-2.66,-1.9239,0.9507,11433488,1560698259.49,299458999320.0,163071137692.0,38113
471,2020-05-13,'300750,宁德时代,138.26,139.65,136.88,137.33,139.0,-0.74,-0.5324,1.0107,12154242,1678255895.36,305333342522.0,166270025791.0,35686
472,2020-05-12,'300750,宁德时代,139.0,139.88,135.73,139.06,137.62,1.38,1.0028,1.3328,16027660,2208624438.51,306967558300.0,167159942029.0,50025
473,2020-05-11,'300750,宁德时代,137.62,145.98,135.06,144.2,144.08,-6.46,-4.4836,2.3729,28536431,3959234289.15,303919966714.0,165500368504.0,88965
474,2020-05-08,'300750,宁德时代,144.08,145.22,140.89,143.0,143.2,0.88,0.6145,1.1753,14133880,2024998124.84,318186228776.0,173269096745.0,41885
475,2020-05-07,'300750,宁德时代,143.2,147.2,141.0,146.3,145.79,-2.59,-1.7765,1.337,16078680,2302059541.33,316242837040.0,172210817975.0,48254
476,2020-05-06,'300750,宁德时代,145.79,146.8,138.75,139.0,144.38,1.41,0.9766,1.5921,19146391,2769607852.49,321962592263.0,175325524809.0,49330
477,2020-04-30,'300750,宁德时代,144.38,148.51,144.0,144.0,138.72,5.66,4.0802,1.9407,23338521,3409837973.13,318848748686.0,173629873598.0,57975
478,2020-04-29,'300750,宁德时代,138.72,140.19,136.01,136.13,138.3,0.42,0.3037,0.9941,11954408,1659513004.42,306349206384.0,166823216966.0,34098
479,2020-04-28,'300750,宁德时代,138.3,140.1,131.62,137.0,133.91,4.39,3.2783,1.8869,22691656,3115997363.13,305421678510.0,166318129371.0,67571
480,2020-04-27,'300750,宁德时代,133.91,136.0,132.08,133.02,131.69,2.22,1.6858,1.1945,14365453,1933994988.8,295726803827.0,161038761418.0,41921
481,2020-04-24,'300750,宁德时代,131.69,136.0,130.0,130.0,129.9,1.79,1.378,1.4129,16991648,2263542699.21,290824156493.0,158369012704.0,54082
482,2020-04-23,'300750,宁德时代,129.9,132.9,128.6,132.9,130.85,-0.95,-0.726,1.0426,12537857,1635621701.89,286871121030.0,156216377479.0,35865
483,2020-04-22,'300750,宁德时代,130.85,132.3,127.3,127.33,130.52,0.33,0.2528,1.2213,14686885,1904011483.11,288969100745.0,157358837514.0,43804
484,2020-04-21,'300750,宁德时代,130.52,132.86,127.0,131.99,134.51,-3.99,-2.9663,1.6125,19391746,2519303194.69,288240328844.0,156961982976.0,59667
485,2020-04-20,'300750,宁德时代,134.51,136.75,131.88,136.4,136.95,-2.44,-1.7817,1.555,18700233,2507578389.91,297051843647.0,161760315125.0,60299
486,2020-04-17,'300750,宁德时代,136.95,140.58,135.1,136.08,132.95,4.0,3.0086,2.4324,29252182,4024198915.36,302440338915.0,164694633531.0,83903
487,2020-04-16,'300750,宁德时代,132.95,133.71,126.82,128.27,128.0,4.95,3.8672,1.7993,21638110,2835377036.98,293606740115.0,159884275487.0,66505
488,2020-04-15,'300750,宁德时代,128.0,131.89,127.23,129.8,126.16,1.84,1.4585,2.7079,32564492,4226641423.33,282675161600.0,153931457408.0,75268
489,2020-04-14,'300750,宁德时代,126.16,126.16,117.5,118.0,114.69,11.47,10.0009,3.2342,38893873,4803638073.83,278611706152.0,151718692708.0,96741
490,2020-04-13,'300750,宁德时代,114.69,116.99,113.08,114.9,118.46,-3.77,-3.1825,1.0359,12458136,1432291941.7,253281361593.0,137924991017.0,35347
491,2020-04-10,'300750,宁德时代,118.46,123.07,117.93,121.15,120.21,-1.75,-1.4558,1.2115,14569554,1748457124.11,261607028462.0,142458753473.0,41007
492,2020-04-09,'300750,宁德时代,120.21,124.48,119.81,123.98,123.0,-2.79,-2.2683,1.3349,16052778,1944405072.93,265471727937.0,144563285117.0,48291
493,2020-04-08,'300750,宁德时代,123.0,125.49,122.6,123.9,124.7,-1.7,-1.3633,0.9934,11946973,1479285370.18,271633163100.0,147918509853.0,37531
494,2020-04-07,'300750,宁德时代,124.7,126.09,123.02,123.6,121.0,3.7,3.0579,1.5278,18372889,2284706364.59,275387442590.0,149962912022.0,48461
495,2020-04-03,'300750,宁德时代,121.0,125.0,119.8,124.65,123.6,-2.6,-2.1036,1.5151,18220415,2225897354.02,267216363700.0,145513330831.0,54393
496,2020-04-02,'300750,宁德时代,123.6,123.6,116.71,117.5,120.4,3.2,2.6578,1.7428,20958836,2523168230.16,272958202920.0,148640063560.0,59137
497,2020-04-01,'300750,宁德时代,120.4,125.56,119.08,123.1,120.39,0.01,0.0083,2.4859,29895088,3664714147.46,265891323880.0,144791777124.0,68847
498,2020-03-31,'300750,宁德时代,120.39,123.13,117.86,120.27,119.31,1.08,0.9052,1.6203,19485192,2350421157.94,265869239883.0,144779751229.0,52270
499,2020-03-30,'300750,宁德时代,119.31,120.64,110.7,116.0,118.71,0.6,0.5054,2.1758,26165539,3010412506.63,263484168207.0,143480954557.0,65968
500,2020-03-27,'300750,宁德时代,118.71,123.33,117.36,122.21,119.63,-0.92,-0.769,1.4551,17499077,2101160340.25,262159128387.0,142759400851.0,48930
501,2020-03-26,'300750,宁德时代,119.63,122.35,118.3,119.01,121.0,-1.37,-1.1322,1.6163,19437090,2344662560.14,264190856111.0,143865783201.0,55031
502,2020-03-25,'300750,宁德时代,121.0,122.18,116.0,116.2,111.57,9.43,8.4521,3.2091,38592846,4603104636.27,267216363700.0,145513330831.0,91352
503,2020-03-24,'300750,宁德时代,111.57,112.88,107.0,110.6,107.48,4.09,3.8054,2.4212,29116996,3222263478.77,246391154529.0,134172911742.0,80720
504,2020-03-23,'300750,宁德时代,107.48,111.57,105.01,110.8,115.86,-8.38,-7.2329,2.558,30761809,3324031004.28,237358799756.0,129254320642.0,78591
505,2020-03-20,'300750,宁德时代,115.86,119.7,113.22,118.0,115.04,0.82,0.7128,1.8721,22514220,2615607081.53,255865189242.0,139332020744.0,60963
506,2020-03-19,'300750,宁德时代,115.04,119.5,111.69,119.0,117.35,-2.31,-1.9685,2.7571,33156307,3803916536.71,254054301488.0,138345897345.0,77699
507,2020-03-18,'300750,宁德时代,117.35,123.5,116.0,118.9,117.95,-0.6,-0.5087,2.6059,31338376,3757216350.32,259155704795.0,141123879116.0,77786
508,2020-03-17,'300750,宁德时代,117.95,122.93,111.25,121.0,119.06,-1.11,-0.9323,3.2613,39220328,4571660103.94,260480744615.0,141845432822.0,91405
509,2020-03-16,'300750,宁德时代,119.06,128.88,118.89,128.0,132.1,-13.04,-9.8713,4.0786,49048485,5992811655.68,262932068282.0,143180307180.0,124440
510,2020-03-13,'300750,宁德时代,132.1,133.8,126.01,126.1,134.2,-2.1,-1.5648,2.283,27455284,3557983786.6,291729600370.0,158862074403.0,77739
511,2020-03-12,'300750,宁德时代,134.2,136.77,131.32,136.2,140.78,-6.58,-4.674,2.7762,33385759,4454589854.6,296367239740.0,161387512376.0,94270
512,2020-03-11,'300750,宁德时代,140.78,148.58,138.8,143.0,140.53,0.25,0.1779,2.8208,33923207,4857506589.47,310898509766.0,169300551359.0,93830
513,2020-03-10,'300750,宁德时代,140.53,141.69,133.01,133.61,133.45,7.08,5.3054,2.4343,29274470,4026499803.83,310346409841.0,168999903981.0,81644
514,2020-03-09,'300750,宁德时代,133.45,140.9,133.0,138.99,143.52,-10.07,-7.0164,2.4468,29425285,4022533011.76,294710939965.0,160485570243.0,85664
515,2020-03-06,'300750,宁德时代,143.52,147.3,141.5,142.01,145.22,-1.7,-1.1706,1.3289,15980869,2309879439.45,316949524944.0,172595646619.0,49586
516,2020-03-05,'300750,宁德时代,145.22,147.83,142.0,146.54,143.7,1.52,1.0578,1.8679,22463328,3254884224.32,320703804434.0,174640048787.0,66380
517,2020-03-04,'300750,宁德时代,143.7,145.88,139.78,143.99,145.78,-2.08,-1.4268,1.7125,20594614,2945905656.09,317347036890.0,172812112731.0,62172
518,2020-03-03,'300750,宁德时代,145.78,149.69,143.9,146.0,139.99,5.79,4.136,2.4689,29691061,4366384638.63,321940508266.0,175313498914.0,84824
519,2020-03-02,'300750,宁德时代,139.99,141.95,134.95,138.8,135.67,4.32,3.1842,2.6455,31815002,4426474527.31,309153874003.0,168350505645.0,82171
520,2020-02-28,'300750,宁德时代,135.67,145.0,135.51,139.99,149.48,-13.81,-9.2387,4.2279,50844719,7090643685.99,299613587299.0,163155318957.0,125939
521,2020-02-27,'300750,宁德时代,149.48,156.66,148.8,155.1,152.86,-3.38,-2.2112,2.7607,33200245,5062343300.33,330111587156.0,179763080104.0,94115
522,2020-02-26,'300750,宁德时代,152.86,160.85,150.7,158.7,161.85,-8.99,-5.5545,2.8129,33827986,5273485008.97,337575978142.0,183827832651.0,95008
523,2020-02-25,'300750,宁德时代,161.85,165.5,148.84,149.74,154.41,7.44,4.8183,4.291,51602630,8116792624.55,357429491445.0,194639112355.0,141213
524,2020-02-24,'300750,宁德时代,154.41,159.85,152.48,157.0,159.9,-5.49,-3.4334,3.037,36523081,5670550935.39,340998997677.0,185691846394.0,111651
525,2020-02-21,'300750,宁德时代,159.9,162.5,155.22,157.8,160.0,-0.1,-0.0625,2.811,33805137,5376640660.24,353123112030.0,192294062809.0,98344
526,2020-02-20,'300750,宁德时代,160.0,165.0,153.0,156.5,153.2,6.8,4.4386,4.311,51844020,8254242623.04,353343952000.0,192414321760.0,135603
527,2020-02-19,'300750,宁德时代,153.2,165.1,152.89,165.0,156.62,-3.42,-2.1836,3.4772,41816783,6598898913.78,338326834040.0,184236713085.0,120557
528,2020-02-18,'300750,宁德时代,156.62,159.0,152.85,154.1,154.1,2.52,1.6353,2.3475,28230513,4400767113.91,345879561014.0,188349569213.0,80782
529,2020-02-17,'300750,宁德时代,154.1,156.16,148.88,149.0,149.9,4.2,2.8019,2.8644,34447133,5309578996.44,340314393770.0,185319043645.0,95384
530,2020-02-14,'300750,宁德时代,149.9,159.9,148.86,158.9,156.34,-6.44,-4.1192,3.6556,43961853,6739413554.76,331039115030.0,180268167699.0,120865
531,2020-02-13,'300750,宁德时代,156.34,159.38,153.69,155.99,159.65,-3.31,-2.0733,2.6078,31360960,4914616428.0,345261209098.0,188012844150.0,86608
532,2020-02-12,'300750,宁德时代,159.65,161.84,152.03,153.55,158.4,1.25,0.7891,2.7097,32586206,5174595055.65,352571012105.0,191993415431.0,79496
533,2020-02-11,'300750,宁德时代,158.4,168.0,157.6,167.2,165.26,-6.86,-4.151,2.8268,33994559,5451183356.85,349810512480.0,190490178542.0,91145
534,2020-02-10,'300750,宁德时代,165.26,168.58,160.0,161.0,160.2,5.06,3.1586,3.1217,37540921,6161572536.54,364960134422.0,198739942588.0,92990
535,2020-02-07,'300750,宁德时代,160.2,169.33,158.95,166.0,169.89,-9.69,-5.7037,3.7835,45499480,7426674364.74,353785631940.0,192654839662.0,116247
536,2020-02-06,'300750,宁德时代,169.89,169.89,152.99,155.01,163.79,6.1,3.7243,4.8162,57918993,9265610935.71,375185025033.0,204307932024.0,132292
537,2020-02-05,'300750,宁德时代,163.79,163.79,156.3,158.17,148.9,14.89,10.0,4.414,53082382,8588999756.73,361713786863.0,196972136007.0,81682
538,2020-02-04,'300750,宁德时代,148.9,148.9,140.01,145.77,135.36,13.54,10.003,2.9864,35913583,5283954889.56,328830715330.0,179065578188.0,48459
539,2020-02-03,'300750,宁德时代,135.36,143.48,126.5,126.56,130.57,4.79,3.6685,4.3768,52634602,7148822247.27,298928983392.0,162782516209.0,94239
540,2020-01-23,'300750,宁德时代,130.57,137.0,125.1,132.5,133.82,-3.25,-2.4286,2.9924,35986224,4755930193.29,288350748829.0,157022112451.0,64661
541,2020-01-22,'300750,宁德时代,133.82,133.82,119.38,121.65,121.65,12.17,10.0041,2.9097,34991561,4493837402.16,295528047854.0,160930528362.0,50150
542,2020-01-21,'300750,宁德时代,121.65,123.0,120.46,122.51,123.2,-1.55,-1.2581,1.1864,14267108,1734790906.52,268651823505.0,146295014013.0,34283
543,2020-01-20,'300750,宁德时代,123.2,125.08,112.9,114.99,115.08,8.12,7.056,2.0699,24892200,2992287056.79,272074843040.0,148159027755.0,53561
544,2020-01-17,'300750,宁德时代,115.08,117.56,114.0,116.36,116.4,-1.32,-1.134,1.2192,14662407,1694771901.3,254142637476.0,138394000926.0,31140
545,2020-01-16,'300750,宁德时代,116.4,116.5,113.85,116.0,115.3,1.1,0.954,1.0755,12934158,1492301746.76,257057725080.0,139981419080.0,32024
546,2020-01-15,'300750,宁德时代,115.3,117.58,112.21,115.7,115.7,-0.4,-0.3457,1.4767,17758720,2031327383.2,254628485410.0,138658570618.0,43158
547,2020-01-14,'300750,宁德时代,115.7,120.75,115.18,119.51,116.9,-1.2,-1.0265,1.8101,21768473,2585867747.09,255511845290.0,139139606423.0,41507
548,2020-01-13,'300750,宁德时代,116.9,118.48,114.2,116.0,113.31,3.59,3.1683,1.7959,21597445,2516539925.09,258161924930.0,140582713836.0,43174
549,2020-01-10,'300750,宁德时代,113.31,114.2,111.68,114.2,115.0,-1.69,-1.4696,1.1997,14428007,1628569248.45,250233770007.0,136265417491.0,33004
550,2020-01-09,'300750,宁德时代,115.0,115.5,110.01,112.0,109.6,5.4,4.927,1.6767,20164351,2287090666.44,253965965500.0,138297793765.0,46320
551,2020-01-08,'300750,宁德时代,109.6,111.5,107.1,109.01,108.5,1.1,1.0138,1.5986,19224068,2098374347.29,242040607120.0,131803810406.0,43559
552,2020-01-07,'300750,宁德时代,108.5,109.64,107.41,109.01,109.09,-0.59,-0.5408,1.1232,13507544,1461154189.47,239611367450.0,130480961944.0,32593
553,2020-01-06,'300750,宁德时代,109.09,114.5,107.8,111.3,109.55,-0.46,-0.4199,2.2036,26500200,2958351779.87,240914323273.0,131190489755.0,52727
554,2020-01-03,'300750,宁德时代,109.55,110.19,105.97,107.52,107.52,2.03,1.888,1.5038,18084178,1956828808.74,241930187135.0,131743680930.0,37023
555,2020-01-02,'300750,宁德时代,107.52,108.85,105.7,107.21,106.4,1.12,1.0526,1.7139,20611589,2213454650.95,237447135744.0,129302424223.0,38117
